"distrito","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"Ate","9","7","9","3","9","4","9","2","9","3"
"Surco","2","10","2","6","2","5","2","4","2","9"
"Breña","5","2","5","6","5","10","5","5","5","8"
"La Molina","6","4","7","7","7","9","7","3","7","5"
"Barranco","3","4","3","3","3","8","3","6","3","7"
"San Luis","10","7","10","6","10","8","10","3","10","5"
"La Molina","1","8","1","7","1","1","1","1","1","4"
"Miraflores","4","8","4","9","4","10","4","4","4","5"
"Los Olivos","4","6","4","9","4","4","4","7","4","6"
"Barranco","3","7","3","3","3","2","3","8","3","1"
"San Miguel","4","6","4","10","4","7","4","9","4","3"
"San Luis","9","5","9","2","9","8","9","2","9","1"
"San Borja","2","4","2","8","2","9","2","3","2","9"
"San Borja","7","2","7","2","7","2","7","10","7","1"
"Santa Anita","8","8","8","5","8","9","8","2","8","6"
"San Miguel","4","9","4","3","4","1","4","5","4","7"
"Santa Anita","5","2","5","4","6","1","5","5","6","3"
"San Luis","10","6","10","5","10","8","10","3","10","9"
"Ate","7","10","7","10","7","1","7","5","7","3"
"Breña","9","5","9","4","9","3","9","7","9","7"
"Miraflores","8","8","8","6","8","1","8","6","8","6"
"La Molina","5","3","5","9","5","6","5","1","5","10"
"Ate","10","5","10","3","10","5","10","7","10","1"
"San Isidro","7","3","7","4","7","4","7","4","7","8"
"San Miguel","1","8","2","1","2","10","2","1","2","2"
"Ate","6","6","6","8","6","1","6","2","6","5"
"Los Olivos","9","1","10","7","10","4","10","9","10","10"
"San Miguel","1","8","1","2","1","9","1","2","1","10"
"Ate","10","5","10","5","10","10","10","2","10","2"
"Pueblo Libre","10","4","10","8","10","3","10","2","10","4"
"Ate","8","1","8","8","8","2","8","5","8","10"
"Independencia","6","7","6","9","6","9","6","8","6","3"
"San Luis","3","6","3","2","3","8","3","1","3","6"
"Miraflores","8","2","8","3","8","2","8","9","8","1"
"Los Olivos","1","9","1","4","1","8","1","5","1","7"
"Ate","10","7","10","8","10","2","10","2","10","10"
"San Miguel","10","4","10","2","10","10","10","1","10","10"
"Pueblo Libre","7","5","7","1","7","4","7","6","7","9"
"Pueblo Libre","3","10","3","1","3","7","3","6","3","10"
"Breña","9","6","9","2","9","7","9","9","9","8"
"Breña","5","8","6","5","6","10","5","9","6","5"
"Ate","2","8","2","4","2","2","2","10","2","8"
"Los Olivos","9","1","9","7","9","8","9","10","9","8"
"Independencia","4","7","4","8","4","5","4","10","4","9"
"Pueblo Libre","9","7","9","6","9","9","9","4","9","5"
"Ate","4","10","4","2","5","7","4","10","5","3"
"Los Olivos","3","3","3","10","3","7","3","10","3","1"
"Surco","2","8","3","7","3","6","3","8","2","3"
"La Molina","4","4","4","3","4","1","4","10","4","7"
"San Luis","4","6","4","7","4","3","4","3","4","9"
"San Isidro","3","3","3","9","3","3","3","9","3","9"
"Pueblo Libre","3","8","3","4","3","3","3","4","3","1"
"La Molina","5","8","5","3","6","6","5","10","5","2"
"San Borja","7","3","7","10","7","1","7","10","7","2"
"San Borja","8","2","9","2","9","6","9","3","9","3"
"Surco","5","1","5","5","5","10","5","3","5","7"
"San Luis","4","9","4","10","5","3","4","8","5","10"
"San Isidro","1","1","1","2","1","6","1","9","1","8"
"Independencia","9","3","9","8","9","3","9","10","9","1"
"Pueblo Libre","8","8","8","4","8","6","8","8","8","7"
"La Molina","9","6","9","5","9","10","9","6","9","8"
"Barranco","9","3","9","3","9","9","9","1","9","5"
"Independencia","3","5","3","10","3","2","3","2","3","6"
"La Molina","10","8","10","10","10","7","10","6","10","5"
"San Luis","9","2","9","2","9","3","9","8","9","8"
"Miraflores","1","9","2","8","1","1","1","1","2","2"
"Barranco","9","8","9","7","9","5","9","5","9","6"
"San Luis","6","5","6","10","6","5","6","7","6","1"
"San Borja","4","10","4","9","4","3","4","10","4","8"
"La Molina","3","6","3","2","3","9","3","9","3","9"
"Barranco","4","1","4","2","4","8","4","2","4","1"
"Santa Anita","4","7","5","9","5","3","5","3","5","7"
"Independencia","3","2","3","4","3","3","3","9","3","8"
"San Miguel","8","6","9","9","9","10","9","6","8","5"
"Independencia","3","7","3","4","3","3","3","1","3","2"
"San Borja","3","8","3","9","3","1","3","2","3","2"
"San Miguel","7","10","7","10","7","1","7","7","7","8"
"San Isidro","6","8","6","2","6","6","6","2","6","5"
"San Isidro","2","5","2","2","2","4","2","3","2","4"
"San Miguel","1","3","1","3","1","1","1","6","1","4"
"Surco","7","10","7","5","7","9","7","10","7","1"
"Pueblo Libre","10","6","10","5","10","2","10","4","10","5"
"San Miguel","3","8","3","2","3","1","3","1","3","8"
"Breña","1","9","1","9","1","7","1","10","1","2"
"Santa Anita","7","3","7","5","7","3","7","6","7","4"
"San Miguel","8","5","8","5","8","1","8","10","8","10"
"Barranco","3","6","3","7","3","9","3","4","3","3"
"Surco","6","8","6","2","6","9","6","6","6","2"
"Santa Anita","10","8","10","6","10","9","10","7","10","9"
"Breña","10","3","10","6","10","1","10","1","10","8"
"Surco","1","6","1","9","1","2","1","6","1","5"
"Independencia","6","3","7","1","7","2","7","10","7","2"
"San Isidro","10","6","10","7","10","9","10","10","10","1"
"San Luis","3","2","3","10","3","8","3","5","3","8"
"San Isidro","9","7","9","9","9","4","9","4","9","10"
"Barranco","10","3","10","9","10","9","10","8","10","1"
"Independencia","10","1","10","10","10","2","10","6","10","8"
"Breña","4","3","4","10","4","1","4","2","4","5"
"San Isidro","4","7","4","6","4","4","4","8","4","4"
"San Luis","9","2","9","5","9","8","9","1","9","6"
"Pueblo Libre","4","9","4","6","4","9","4","8","4","6"
"Surco","10","2","10","5","10","8","10","10","10","2"
"San Miguel","5","4","5","10","5","6","5","7","5","7"
"Los Olivos","10","5","10","7","10","6","10","8","10","1"
"Breña","10","4","10","2","10","10","10","6","10","5"
"Barranco","10","5","10","10","10","1","10","9","10","5"
"San Isidro","10","10","10","4","10","8","10","8","10","4"
"Miraflores","6","7","6","8","6","7","6","2","6","2"
"Los Olivos","5","9","5","8","5","9","5","2","5","10"
"San Miguel","6","8","6","10","6","8","6","2","6","3"
"Barranco","3","9","3","10","3","5","3","6","3","9"
"Surco","7","6","7","7","7","7","7","6","7","9"
"San Luis","2","10","2","7","2","5","2","6","2","9"
"Pueblo Libre","10","5","10","3","10","2","10","9","10","8"
"Miraflores","8","9","8","3","8","7","8","3","8","10"
"Miraflores","3","1","3","3","3","2","3","1","3","2"
"Barranco","5","7","5","10","6","6","5","8","5","7"
"Miraflores","8","8","8","1","8","2","8","8","8","9"
"Barranco","6","8","6","5","6","1","6","10","6","10"
"Breña","8","9","9","3","9","2","8","8","8","6"
"Miraflores","3","2","4","3","4","8","4","7","4","7"
"San Luis","4","3","4","5","4","3","4","9","4","5"
"San Borja","3","1","3","6","3","9","3","10","3","2"
"Surco","2","3","2","10","2","10","2","10","2","3"
"Santa Anita","1","5","1","7","1","10","1","8","1","5"
"Independencia","7","2","7","3","7","3","7","10","7","2"
"San Borja","3","5","3","7","3","2","3","1","3","7"
"Los Olivos","7","5","7","3","7","10","7","7","7","10"
"Pueblo Libre","6","9","6","3","6","10","6","9","6","1"
"Santa Anita","10","10","10","9","10","3","10","2","10","4"
"Barranco","2","6","2","6","2","2","2","1","2","4"
"Miraflores","1","4","1","7","1","3","1","10","1","4"
"Ate","5","6","5","3","5","6","5","10","5","1"
"Ate","5","1","5","9","5","10","5","1","5","1"
"Ate","10","2","10","8","10","8","10","3","10","6"
"Breña","7","3","7","5","8","5","8","8","8","2"
"Pueblo Libre","6","6","6","3","6","1","6","1","6","8"
"Ate","5","3","6","5","6","2","6","9","6","6"
"Pueblo Libre","6","2","6","10","6","1","6","5","6","3"
"Breña","3","8","3","3","3","7","3","7","3","2"
"San Miguel","10","4","10","5","10","1","10","1","10","6"
"Independencia","1","7","1","9","1","4","1","7","1","6"
"Miraflores","4","2","4","7","4","8","4","10","4","2"
"San Borja","8","5","8","7","8","4","8","1","8","2"
"San Luis","1","1","1","7","1","8","1","10","1","10"
"Santa Anita","10","4","10","1","10","6","10","4","10","10"
"San Miguel","4","9","4","10","4","3","4","7","4","3"
"San Miguel","4","9","4","1","4","1","4","1","4","3"
"Los Olivos","1","1","1","10","1","5","1","2","1","4"
"Santa Anita","6","5","6","3","6","7","6","10","6","4"
"Barranco","8","6","8","2","8","8","8","3","8","6"
"Barranco","10","9","10","8","10","1","10","2","10","10"
"Santa Anita","9","9","9","8","9","3","9","2","9","7"
"Surco","2","6","2","8","2","4","2","7","2","7"
"Ate","8","1","8","5","8","3","8","3","8","6"
"San Miguel","9","6","9","1","9","2","9","1","9","4"
"San Luis","5","1","6","9","6","5","6","7","6","8"
"San Miguel","1","9","1","8","1","2","1","10","1","10"
"Santa Anita","1","7","1","1","1","2","1","6","1","10"
"San Luis","7","7","7","7","8","8","8","9","8","1"
"La Molina","2","10","2","2","2","8","2","4","2","1"
"Ate","4","8","4","5","4","3","4","9","4","9"
"La Molina","6","6","6","6","6","7","6","5","6","2"
"Breña","1","6","1","5","1","9","1","2","1","9"
"Santa Anita","3","1","3","8","3","10","3","9","3","5"
"San Miguel","10","10","10","1","10","1","10","1","10","10"
"Santa Anita","2","1","3","6","3","6","3","1","3","1"
"Independencia","6","2","6","7","6","5","6","10","6","4"
"San Isidro","10","1","10","3","10","5","10","6","10","1"
"San Borja","5","9","5","5","5","8","5","6","5","8"
"Barranco","3","6","3","9","3","6","3","6","3","10"
"Surco","2","6","2","9","2","3","2","2","2","9"
"San Isidro","3","1","3","2","3","1","3","5","3","6"
"San Luis","1","5","1","6","1","8","1","6","1","7"
"Surco","8","10","8","8","8","6","8","7","8","2"
"Santa Anita","1","10","1","4","1","3","1","2","1","10"
"San Miguel","1","10","2","1","2","8","2","9","2","2"
"Independencia","4","8","4","3","4","5","4","7","4","6"
"Santa Anita","9","1","9","7","10","8","9","4","9","9"
"Pueblo Libre","5","6","5","6","5","8","5","2","5","1"
"San Borja","8","9","9","2","9","6","9","4","8","4"
"San Luis","1","4","1","9","1","10","1","3","1","8"
"Barranco","7","5","7","7","8","1","7","4","8","3"
"Ate","6","1","6","4","7","1","6","4","6","9"
"Pueblo Libre","3","5","3","10","3","5","3","4","3","6"
"Miraflores","10","10","10","1","10","5","10","9","10","1"
"San Borja","7","5","7","2","7","3","7","10","7","4"
"Independencia","5","1","5","8","5","7","5","4","5","3"
"La Molina","5","6","5","1","5","8","5","2","5","9"
"Pueblo Libre","8","9","8","7","8","1","8","7","8","8"
"Miraflores","3","2","3","10","3","10","3","6","3","8"
"Independencia","1","7","1","8","1","1","1","10","1","9"
"San Luis","5","10","5","7","5","7","5","9","5","4"
"Barranco","9","3","9","3","10","7","9","4","9","4"
"Independencia","1","7","1","5","1","4","1","6","1","4"
"Barranco","8","6","8","2","8","3","8","8","8","1"
"Miraflores","7","4","7","6","7","4","7","8","7","9"
"Santa Anita","1","4","1","7","1","6","1","7","1","5"
"Santa Anita","1","9","1","5","1","6","1","6","1","5"
"Surco","8","10","8","5","8","10","8","3","8","9"
"Breña","4","4","4","10","4","2","4","7","4","2"
"Barranco","4","1","4","8","4","4","4","6","4","4"
"Pueblo Libre","7","6","7","10","7","4","7","3","7","1"
"Miraflores","1","8","1","4","1","9","1","2","1","7"
"Surco","3","1","3","5","3","9","3","1","3","2"
"Surco","8","9","8","7","8","7","8","9","8","8"
"San Isidro","10","4","10","10","10","9","10","9","10","3"
"San Borja","2","2","2","5","2","7","2","1","2","9"
"Independencia","1","1","1","1","1","2","1","10","1","5"
"Barranco","7","7","7","1","7","8","7","7","7","6"
"La Molina","8","2","8","4","8","6","8","5","8","6"
"Barranco","10","6","10","3","10","9","10","9","10","8"
"Miraflores","10","9","10","3","10","5","10","5","10","1"
"Barranco","7","6","7","8","7","7","7","4","7","5"
"La Molina","6","8","6","3","6","10","6","6","6","1"
"Barranco","10","8","10","1","10","2","10","3","10","1"
"San Borja","3","3","3","9","3","10","3","1","3","3"
"Miraflores","2","1","3","2","3","8","2","3","2","1"
"Santa Anita","2","7","2","3","2","5","2","2","2","2"
"San Borja","7","4","7","9","8","9","7","1","8","2"
"Barranco","7","10","8","9","8","8","8","7","8","9"
"San Miguel","6","1","6","4","7","9","6","7","6","6"
"San Borja","2","3","3","1","3","5","3","3","2","4"
"San Miguel","6","9","6","1","6","10","6","8","6","10"
"San Luis","8","8","8","4","8","9","8","6","8","9"
"San Luis","8","5","9","8","9","10","9","4","9","5"
"San Luis","2","2","2","4","2","8","2","6","2","1"
"Independencia","10","3","10","4","10","8","10","1","10","9"
"Breña","3","1","3","2","4","6","3","9","4","6"
"San Borja","10","5","10","5","10","8","10","8","10","8"
"San Borja","7","10","7","10","7","9","7","10","7","10"
"La Molina","1","2","1","1","1","10","1","2","1","8"
"Pueblo Libre","5","5","5","8","5","2","5","3","5","2"
"San Miguel","1","1","1","6","1","7","1","6","1","9"
"Los Olivos","8","8","9","2","9","3","8","2","8","4"
"San Isidro","2","5","3","9","3","10","3","5","3","3"
"Miraflores","10","6","10","4","10","10","10","10","10","9"
"San Luis","1","8","1","4","1","10","1","7","1","4"
"Miraflores","4","4","4","3","4","7","4","4","4","7"
"Miraflores","6","5","6","7","7","10","6","3","6","8"
"San Miguel","2","5","3","7","3","8","3","10","3","10"
"Independencia","2","9","2","8","2","8","2","6","2","1"
"La Molina","9","1","9","6","9","5","9","8","9","5"
"San Borja","6","10","6","9","6","5","6","6","6","7"
"San Luis","6","7","6","10","6","10","6","8","6","10"
"Pueblo Libre","3","5","3","8","3","2","3","5","3","2"
"Santa Anita","1","1","1","7","1","6","1","7","1","1"
"Independencia","3","7","3","1","3","6","3","10","3","8"
"Barranco","9","9","9","8","9","4","9","2","9","10"
"San Miguel","8","9","8","3","8","8","8","10","8","3"
"Pueblo Libre","7","10","7","3","7","8","7","8","7","10"
"Breña","4","8","4","8","4","5","4","2","4","10"
"San Borja","8","10","8","2","8","6","8","9","8","10"
"Pueblo Libre","10","9","10","10","10","5","10","9","10","7"
"Ate","5","9","5","9","5","3","5","10","5","1"
"Ate","8","10","8","9","8","4","8","6","8","6"
"San Luis","5","1","5","2","5","4","5","3","5","4"
"Surco","8","8","8","10","8","6","8","6","8","1"
"Surco","8","4","8","2","8","4","8","8","8","2"
"Ate","7","9","7","9","7","9","7","4","7","1"
"San Isidro","6","9","6","1","7","1","6","1","6","3"
"Independencia","6","6","6","4","6","10","6","9","6","4"
"Pueblo Libre","4","8","4","3","4","5","4","1","4","1"
"Santa Anita","8","8","8","6","8","2","8","5","8","9"
"Santa Anita","5","7","5","8","5","9","5","5","5","1"
"San Isidro","7","2","7","8","7","2","7","6","7","2"
"La Molina","9","5","9","4","9","5","9","7","9","3"
"San Isidro","7","1","7","5","7","10","7","6","7","1"
"Breña","1","5","1","1","1","4","1","10","1","5"
"Ate","3","4","3","10","3","3","3","5","3","7"
"San Borja","1","9","1","10","1","8","1","9","1","9"
"Los Olivos","1","1","1","7","1","8","1","6","1","8"
"Surco","2","10","2","3","2","8","2","2","2","4"
"Santa Anita","5","3","5","4","5","3","5","3","5","10"
"Barranco","2","5","3","4","3","3","2","5","2","6"
"Surco","5","9","5","3","5","7","5","9","5","4"
"Los Olivos","3","6","3","5","4","7","4","8","4","2"
"La Molina","4","5","4","9","4","10","4","7","4","9"
"La Molina","6","7","6","10","6","4","6","10","6","4"
"Breña","5","1","5","4","6","10","5","10","6","5"
"San Luis","5","10","6","1","6","4","5","3","6","2"
"Barranco","9","7","9","4","9","3","9","9","9","4"
"Barranco","8","8","8","5","8","1","8","8","8","5"
"Independencia","3","4","3","2","3","2","3","5","3","5"
"San Isidro","9","7","9","5","9","9","9","4","9","3"
"Los Olivos","9","6","9","3","9","5","9","5","9","7"
"San Isidro","3","6","3","1","3","3","3","8","3","1"
"Surco","1","2","1","5","1","10","1","1","1","3"
"San Luis","9","5","9","3","10","1","9","7","9","4"
"San Isidro","1","3","1","10","1","3","1","6","1","9"
"Barranco","8","4","8","2","8","2","8","5","8","2"
"San Miguel","6","6","6","10","6","7","6","1","6","9"
"San Borja","8","4","8","10","8","2","8","9","8","7"
"La Molina","1","3","1","6","1","8","1","9","1","2"
"San Isidro","4","3","4","7","4","10","4","5","4","10"
"Independencia","9","1","9","7","9","7","9","1","9","8"
"Los Olivos","3","1","3","3","3","5","3","8","3","2"
"San Luis","9","5","9","8","9","9","9","9","9","7"
"Independencia","2","6","2","7","2","6","2","9","2","6"
"Barranco","4","10","4","6","4","6","4","6","4","1"
"San Borja","7","3","7","5","7","4","7","1","7","9"
"Miraflores","3","3","3","2","3","9","3","3","3","1"
"San Borja","6","6","7","1","7","4","7","8","7","2"
"Ate","9","7","10","3","10","7","10","2","10","5"
"Pueblo Libre","9","1","9","8","9","10","9","7","9","5"
"Independencia","5","5","5","6","5","6","5","4","5","10"
"Pueblo Libre","4","4","5","1","5","7","5","9","5","4"
"San Miguel","9","10","9","5","9","8","9","10","9","2"
"San Miguel","7","8","8","5","8","3","8","4","8","4"
"Miraflores","10","3","10","4","10","8","10","9","10","9"
"Santa Anita","10","4","10","5","10","3","10","5","10","7"
"San Miguel","9","10","9","1","9","10","9","6","9","6"
"Breña","8","3","8","5","8","5","8","7","8","4"
"La Molina","4","6","4","1","4","5","4","10","4","3"
"Pueblo Libre","6","6","7","2","7","5","6","9","6","3"
"San Miguel","5","6","5","5","5","2","5","7","5","4"
"Independencia","10","1","10","9","10","10","10","4","10","4"
"La Molina","9","4","9","7","10","9","9","10","9","8"
"Miraflores","5","10","5","2","5","6","5","5","5","10"
"La Molina","5","7","6","4","6","6","5","10","6","2"
"Los Olivos","7","6","7","9","8","7","8","9","8","5"
"San Miguel","6","1","6","2","6","2","6","10","6","6"
"Barranco","7","6","7","6","7","3","7","3","7","1"
"Independencia","2","4","2","10","2","1","2","8","2","8"
"San Isidro","4","8","4","3","4","3","4","6","4","2"
"Surco","7","1","8","9","8","1","8","4","8","5"
"San Luis","3","2","3","5","3","3","3","10","3","7"
"Los Olivos","9","3","9","6","9","5","9","1","9","9"
"San Isidro","3","9","3","10","3","6","3","10","3","6"
"San Borja","7","10","7","9","7","6","7","5","7","9"
"San Luis","4","1","5","10","5","5","5","6","5","4"
"Barranco","2","6","2","4","2","10","2","4","2","9"
"San Isidro","1","7","1","10","1","9","1","6","1","6"
"Surco","3","6","3","1","3","5","3","9","3","6"
"Ate","5","10","5","5","6","7","5","1","6","10"
"Surco","6","2","6","3","7","3","6","7","6","1"
"Pueblo Libre","4","10","4","7","4","6","4","3","4","4"
"Barranco","8","10","9","10","9","10","8","10","8","2"
"San Isidro","8","7","8","7","8","9","8","8","8","10"
"Independencia","5","10","5","10","5","1","5","5","5","3"
"Independencia","6","9","6","7","6","9","6","8","6","9"
"Barranco","7","7","7","6","7","1","7","6","7","6"
"Barranco","10","3","10","6","10","2","10","4","10","4"
"Barranco","8","1","8","4","8","6","8","6","8","3"
"La Molina","7","3","8","8","8","9","8","9","8","1"
"Breña","7","7","7","2","7","9","7","2","7","8"
"La Molina","3","4","3","4","3","8","3","3","3","1"
"La Molina","7","10","7","5","7","1","7","10","7","8"
"La Molina","2","7","2","6","2","1","2","3","2","1"
"Miraflores","10","9","10","5","10","1","10","5","10","2"
"Los Olivos","1","9","1","9","1","2","1","2","1","6"
"San Miguel","8","4","9","1","9","3","8","6","8","6"
"Miraflores","5","4","5","7","5","7","5","4","5","7"
"San Borja","5","5","5","10","5","4","5","6","5","6"
"La Molina","9","9","9","3","9","8","9","4","9","4"
"Santa Anita","5","2","5","2","5","4","5","1","5","3"
"Surco","5","5","6","8","6","3","6","9","6","9"
"Independencia","2","2","2","4","2","4","2","3","2","7"
"San Luis","4","2","5","3","5","8","5","1","5","1"
"Pueblo Libre","5","2","5","10","5","4","5","7","5","10"
"Los Olivos","6","9","6","9","6","10","6","8","6","9"
"La Molina","6","1","6","10","6","6","6","7","6","4"
"Barranco","6","7","6","6","7","2","6","7","6","10"
"Independencia","4","9","4","1","4","1","4","5","4","9"
"Breña","8","8","9","10","9","2","9","6","9","6"
"Pueblo Libre","9","10","9","9","9","4","9","7","9","7"
"San Isidro","5","5","5","6","5","5","5","2","5","7"
"San Miguel","1","3","1","8","1","2","1","10","1","8"
"San Isidro","3","9","3","4","3","1","3","10","3","7"
"Miraflores","7","1","7","9","7","1","7","1","7","3"
"San Miguel","10","3","10","9","10","2","10","8","10","7"
"Santa Anita","5","8","5","4","5","10","5","10","5","2"
"Breña","4","7","4","6","4","2","4","9","4","10"
"Surco","1","2","2","6","1","4","1","6","2","3"
"San Borja","10","3","10","9","10","2","10","10","10","8"
"Santa Anita","3","1","3","8","3","3","3","10","3","10"
"Pueblo Libre","1","7","1","1","1","9","1","5","1","3"
"Los Olivos","1","3","1","3","1","1","1","6","1","10"
"San Borja","9","9","9","8","9","1","9","9","9","4"
"San Miguel","7","4","7","1","7","9","7","3","7","5"
"Barranco","2","8","2","9","2","9","2","5","2","10"
"Pueblo Libre","1","5","1","8","1","6","1","3","1","10"
"San Isidro","3","4","3","1","3","9","3","8","3","10"
"Independencia","6","4","6","10","6","1","6","8","6","2"
"Miraflores","3","4","3","6","3","5","3","6","3","3"
"San Miguel","3","2","3","4","3","2","3","8","3","1"
"Independencia","7","3","7","1","7","5","7","6","7","8"
"San Luis","1","3","2","9","2","5","2","3","2","1"
"Barranco","10","8","10","5","10","6","10","4","10","9"
"Miraflores","4","6","4","10","4","8","4","4","4","3"
"Los Olivos","5","7","5","2","5","3","5","9","5","6"
"Surco","7","10","8","10","8","1","8","1","8","5"
"Los Olivos","10","9","10","7","10","10","10","7","10","3"
"La Molina","10","9","10","5","10","1","10","4","10","5"
"Ate","1","8","1","3","1","4","1","8","1","5"
"Miraflores","7","10","7","8","7","10","7","7","7","7"
"Miraflores","4","10","4","10","4","2","4","6","4","1"
"Independencia","2","8","2","3","2","8","2","5","2","1"
"La Molina","2","10","2","8","2","3","2","6","2","1"
"Barranco","5","5","5","3","5","2","5","1","5","1"
"Ate","1","7","1","5","1","3","1","8","1","7"
"La Molina","8","6","8","3","8","4","8","8","8","1"
"Breña","8","5","8","1","8","10","8","10","8","8"
"San Luis","5","1","5","9","5","9","5","8","5","4"
"Pueblo Libre","3","5","3","4","3","1","3","8","3","2"
"Miraflores","7","4","7","1","7","9","7","4","7","6"
"Independencia","8","7","8","1","8","2","8","4","8","4"
"Barranco","10","3","10","2","10","4","10","2","10","6"
"San Borja","6","10","6","7","6","2","6","2","6","6"
"Surco","4","6","4","5","4","9","4","2","4","3"
"Santa Anita","5","9","5","8","5","8","5","3","5","9"
"Santa Anita","4","7","4","9","4","7","4","1","4","6"
"San Borja","6","6","7","5","7","10","7","7","7","8"
"Miraflores","7","6","7","6","7","4","7","6","7","6"
"Miraflores","9","8","9","7","9","6","9","6","9","6"
"Santa Anita","1","8","2","3","2","9","2","6","2","1"
"Surco","4","1","4","5","4","2","4","10","4","6"
"La Molina","2","4","3","9","3","1","3","2","2","3"
"Independencia","1","8","2","1","1","5","1","3","2","9"
"Independencia","1","9","1","9","1","10","1","10","1","6"
"San Luis","5","9","5","3","5","1","5","1","5","6"
"Independencia","2","7","2","3","2","4","2","5","2","4"
"Miraflores","6","4","6","1","6","10","6","5","6","1"
"Breña","8","10","8","9","8","3","8","8","8","3"
"San Miguel","6","2","6","6","6","8","6","2","6","7"
"San Miguel","8","7","8","5","8","2","8","2","8","3"
"Santa Anita","1","7","1","7","1","9","1","9","1","5"
"San Isidro","4","1","4","6","4","3","4","10","4","8"
"La Molina","7","10","7","4","8","10","7","4","8","3"
"Miraflores","2","9","2","1","2","2","2","6","2","3"
"San Miguel","6","6","6","9","6","10","6","7","6","10"
"San Luis","5","6","5","3","5","2","5","8","5","3"
"Los Olivos","6","7","6","5","7","5","6","8","6","9"
"Ate","5","8","5","4","5","2","5","3","5","10"
"La Molina","8","2","8","7","8","10","8","3","8","5"
"Breña","6","6","6","8","6","1","6","7","6","4"
"Independencia","10","6","10","2","10","5","10","8","10","8"
"La Molina","6","1","6","1","6","10","6","1","6","9"
"San Isidro","1","2","1","9","1","6","1","5","1","10"
"San Luis","10","2","10","1","10","2","10","7","10","4"
"San Isidro","2","9","2","3","2","4","2","4","2","7"
"Pueblo Libre","5","4","5","3","5","7","5","1","5","5"
"San Isidro","6","6","6","2","6","7","6","2","6","9"
"Miraflores","3","1","3","9","3","7","3","7","3","2"
"San Luis","1","1","1","9","1","3","1","6","1","9"
"Breña","4","10","4","2","4","7","4","10","4","9"
"Santa Anita","5","1","5","7","6","2","5","3","5","8"
"Independencia","4","7","4","4","4","2","4","7","4","7"
"Miraflores","8","3","8","1","8","9","8","9","8","3"
"Pueblo Libre","10","10","10","8","10","7","10","1","10","8"
"San Isidro","7","1","7","5","7","8","7","5","7","10"
"Pueblo Libre","10","9","10","8","10","8","10","10","10","5"
"Ate","1","1","1","1","1","5","1","9","1","9"
"San Isidro","9","7","9","4","9","5","9","8","9","1"
"San Miguel","5","7","5","5","5","3","5","9","5","3"
"Breña","8","3","8","6","8","5","8","8","8","5"
"La Molina","7","8","7","6","7","6","7","8","7","5"
"Ate","4","3","4","7","4","2","4","3","4","2"
"Pueblo Libre","8","9","9","6","9","1","9","8","9","3"
"Barranco","7","6","7","6","8","4","7","10","8","5"
"La Molina","5","5","5","6","5","1","5","6","5","7"
"San Isidro","4","3","4","8","5","9","4","9","5","3"
"La Molina","3","5","3","7","3","3","3","4","3","3"
"Surco","6","9","6","4","6","10","6","6","6","10"
"Santa Anita","1","4","2","8","1","9","1","2","2","1"
"Ate","1","10","1","4","1","3","1","3","1","5"
"Surco","10","8","10","8","10","6","10","10","10","1"
"Miraflores","1","6","1","10","1","1","1","3","1","4"
"San Isidro","5","9","6","4","6","4","6","7","6","1"
"Miraflores","7","9","7","6","8","5","8","10","8","8"
"San Isidro","2","9","2","10","2","5","2","3","2","10"
"Miraflores","1","8","1","7","1","2","1","2","1","4"
"Independencia","1","2","1","2","1","3","1","8","1","6"
"Ate","7","2","7","7","7","1","7","9","7","2"
"La Molina","3","7","3","7","3","10","3","5","3","8"
"Breña","6","7","6","9","6","6","6","6","6","10"
"Pueblo Libre","6","1","6","10","6","3","6","3","6","9"
"Los Olivos","10","9","10","7","10","10","10","3","10","4"
"Breña","3","9","3","3","3","7","3","2","3","2"
"Breña","7","7","7","9","7","8","7","4","7","8"
"San Luis","8","5","8","4","8","6","8","6","8","8"
"La Molina","6","6","6","3","6","1","6","8","6","7"
"San Borja","7","10","7","9","7","2","7","10","7","2"
"Miraflores","2","2","2","7","2","5","2","9","2","3"
"Independencia","9","5","9","3","9","7","9","10","9","3"
